case_id,patient_mass_kg,K_factor,force_angle_deg,force_x_N,force_y_N,force_z_N,yield_strength_Pa,max_equivalent_vonmises_stress_Pa,max_principal_stress_Pa,max_total_deformation_m,safety_factor_equivalent_min,safety_factor_neck_min,safety_factor_stem1_min,safety_factor_stem2_min
DP_149,80,4.0,10,3091.51,0.0,545.12,827000000.0,894451806.8498708,953049776.6409893,0.0012363073423104596,0.9245886627615788,0.9245886627615792,0.9902277983137476,2.26285484798229
DP_150,80,4.0,20,2949.88,0.0,1073.67,827000000.0,788185696.837239,805216826.5818257,0.001030152144342111,1.0492451249984762,1.0492451249984762,1.1245865180558354,3.2214521428481935
DP_151,80,3.0,0,2354.4,0.0,0.0,827000000.0,730156253.3478235,803943275.8558884,0.001053773900619416,1.1326342768525783,1.132634276852578,1.212300855032356,2.3798628575283205
DP_152,80,3.0,10,2318.63,0.0,408.84,827000000.0,670838081.4593526,714786465.4963324,0.0009272294260294933,1.232786305453814,1.2327863054538135,1.320305260552311,3.0171438525772953
DP_153,80,3.0,20,2212.41,0.0,805.25,827000000.0,591139561.78152,603913088.4880401,0.000772614742802702,1.3989928156858025,1.3989928156858022,1.4994479020023257,4.295260208537642
DP_154,80,3.5,0,2746.8,0.0,0.0,827000000.0,851848957.0666661,937933824.0726237,0.00122940298131824,0.970829386054268,0.970829386054268,1.0391150117065049,2.0398824152466104
DP_155,80,3.5,10,2705.07,0.0,476.98,827000000.0,782644938.7526537,833918126.618807,0.001081768414200297,1.0566732870182967,1.056673287018296,1.1316894701883773,2.5861213303091386
DP_156,80,3.5,20,2581.15,0.0,939.46,827000000.0,689664190.06432,704566668.3644897,0.0009013856346290864,1.1991343206073548,1.1991343206073546,1.2852385498637304,3.681644208125684
DP_157,80,4.0,0,3139.2,0.0,0.0,827000000.0,973541648.9458635,1071924385.0462196,0.0014050319456818156,0.8494757269968505,0.8494757269968505,0.9092256390092583,1.784897137250062
DP_158,80,4.0,10,3091.51,0.0,545.12,827000000.0,894451810.6894699,953049777.1673621,0.0012363073423100133,0.9245886587926117,0.9245886587926118,0.9902277998424028,2.2628548502920105
DP_159,80,4.0,20,2949.88,0.0,1073.67,827000000.0,788185691.8067973,805216829.3670207,0.0010301521443405156,1.049245131695079,1.0492451316950793,1.1245864956309697,3.221452318483194
DP_160,80,4.5,0,3531.6,0.0,0.0,827000000.0,1095234368.4612882,1205914905.8761427,0.0015806609081458983,0.7550895258718598,0.75508952587186,0.8082005779090674,1.586575234527852
DP_161,80,4.5,10,3477.95,0.0,613.26,827000000.0,1006258656.5189517,1072181405.6719948,0.0013908463897304743,0.8218562838116806,0.8218562838116806,0.8802021414307277,2.0114256349702955
DP_162,80,4.5,20,3318.62,0.0,1207.88,827000000.0,886710314.8253591,905870414.2462845,0.001158923035429149,0.9326608545913676,0.9326608545913672,0.9996308626281226,2.8635077924409855
DP_163,80,5.0,0,3924.0,0.0,0.0,827000000.0,1216927078.8211107,1339905462.5846837,0.0017562898725102414,0.6795805717472819,0.679580571747282,0.7273805275802532,1.4279176974834238
DP_164,80,5.0,10,3864.39,0.0,681.4,827000000.0,1118065540.369946,1191313043.1590323,0.001545385318652514,0.7396704129941809,0.7396704129941809,0.7921816840672076,1.8102824525542691
DP_165,80,5.0,20,3687.35,0.0,1342.09,827000000.0,985231807.7666812,1006520568.7563506,0.0012876894858285803,0.8393963669064235,0.8393963669064236,0.899669481168575,2.577165039191369
DP_166,80,4.0,0,3139.2,0.0,0.0,827000000.0,973541660.0734444,1071924369.8114822,0.0014050319456824871,0.8494757172873432,0.8494757172873431,0.909225648194626,1.7848971227846282
DP_167,80,4.0,10,3091.51,0.0,545.12,827000000.0,894451806.8499874,953049776.6409893,0.0012363073423104596,0.9245886627614582,0.9245886627614583,0.990227798315832,2.26285484798229
DP_168,80,4.0,20,2949.88,0.0,1073.67,827000000.0,788185691.8067973,805216829.3670207,0.0010301521443405156,1.049245131695079,1.0492451316950793,1.1245864956309697,3.221452318483194
DP_169,80,4.5,0,3531.6,0.0,0.0,827000000.0,1095234368.4666543,1205914905.782028,0.0015806609081458983,0.7550895258681604,0.7550895258681605,0.8082005778701504,1.586575234527852
DP_170,80,4.5,10,3477.95,0.0,613.26,827000000.0,1006258654.9616256,1072181405.6719948,0.0013908463897304743,0.8218562850836183,0.8218562850836181,0.8802021414307277,2.0114256349702955
DP_171,80,4.5,20,3318.62,0.0,1207.88,827000000.0,886710298.8033969,905870419.5026517,0.001158923035429149,0.93266087144361,0.9326608714436098,0.9996308502560708,2.863507796288251
DP_172,80,5.0,0,3924.0,0.0,0.0,827000000.0,1216927078.8211107,1339905473.4472208,0.0017562898725102414,0.6795805717472819,0.679580571747282,0.7273805275875052,1.4279176974834238
DP_173,80,5.0,10,3864.39,0.0,681.4,827000000.0,1118065539.0224237,1191313043.1590323,0.001545385318652514,0.7396704138856514,0.7396704138856512,0.7921816881470652,1.8102824524766457
DP_174,80,5.0,20,3687.35,0.0,1342.09,827000000.0,985231837.257111,1006520559.433314,0.001287689485830176,0.8393963417812106,0.8393963417812104,0.899669490588791,2.5771651298063127
DP_175,80,5.5,0,4316.4,0.0,0.0,827000000.0,1338619784.3164198,1473896016.6778843,0.001931918955108894,0.6178005208718144,0.6178005208718143,0.6612550031809483,1.298107032076149
DP_176,80,5.5,10,4250.82,0.0,749.53,827000000.0,1229870453.1820762,1310443162.7738957,0.0016999225836718285,0.6724285455108553,0.6724285455108554,0.720166101199918,1.6457102031714634
DP_177,80,5.5,20,4056.09,0.0,1476.3,827000000.0,1083756453.4800313,1107174141.2524633,0.0014164603776557606,0.7630865747967958,0.763086574796796,0.8178802580269829,2.342873534178762
DP_178,80,6.0,0,4708.8,0.0,0.0,827000000.0,1460312530.9005394,1607886563.7725215,0.002107547801237776,0.5663171290395003,0.5663171290395003,0.606150418356692,1.189931424344205
DP_179,80,6.0,10,4637.26,0.0,817.67,827000000.0,1341677329.5365481,1429574820.5287008,0.0018544615125938688,0.6163926167595515,0.6163926167595514,0.6601520440519891,1.5085673269987956
DP_180,80,6.0,20,4424.82,0.0,1610.5,827000000.0,1182279139.5406804,1207826174.3141928,0.0015452294856085954,0.6994963983897173,0.6994963983897176,0.749723970164458,2.1476301851568893
DP_181,90,2.0,0,1765.8,0.0,0.0,827000000.0,547617184.2333272,602957452.891014,0.0007903304540729492,1.5101790517363207,1.5101790517363212,1.6164011557403009,3.173150469055704
DP_182,90,2.0,10,1738.97,0.0,306.63,827000000.0,503127778.42432374,536089000.467165,0.0006954209742097697,1.6437176309166766,1.643717630916677,1.7604097447270812,4.022865789136362
DP_183,90,2.0,20,1659.31,0.0,603.94,827000000.0,443355149.19395125,452935209.8668237,0.0005794615177145745,1.865321743761272,1.865321743761272,1.9992617014080891,5.727015592177922
DP_184,90,2.5,0,2207.25,0.0,0.0,827000000.0,684521479.455188,753696823.7804223,0.0009879130687792572,1.2081432428653822,1.2081432428653822,1.2931209319846004,2.5385203453399043
DP_185,90,2.5,10,2173.72,0.0,383.28,827000000.0,628912939.8572881,670115230.8116281,0.0008692815431308427,1.3149673787721103,1.31496737877211,1.408320541268115,3.2182631150376024
DP_186,90,2.5,20,2074.14,0.0,754.92,827000000.0,554195311.8350736,566170797.0123415,0.0007243293654712785,1.4922536916842633,1.492253691684263,1.5994054594309302,4.5815819845629555
DP_187,90,3.0,0,2648.7,0.0,0.0,827000000.0,821425774.8676345,904436168.1459104,0.001185495682535051,1.0067860363077403,1.00678603630774,1.0776007928017015,2.1154336002222007
DP_188,90,3.0,10,2608.46,0.0,459.94,827000000.0,754693797.0149146,804136138.3768269,0.0010431350118311775,1.0958086620972405,1.0958086620972405,1.173603144849444,2.6818968185981125
DP_189,90,3.0,20,2488.96,0.0,905.91,827000000.0,665031184.2495589,679401094.8282514,0.0008691899974691681,1.2435507079765162,1.243550707976516,1.3328442684508208,3.818023346917152
DP_190,90,3.5,0,3090.15,0.0,0.0,827000000.0,958330073.6163434,1055175545.1995761,0.0013830782962908927,0.8629594570472388,0.8629594570472385,0.9236577917071228,1.8132287966298908
DP_191,90,3.5,10,3043.2,0.0,536.6,827000000.0,880474672.8847655,938157064.704364,0.001216988479719195,0.9392660862014777,0.9392660862014776,1.0059472016364164,2.298775405666013
DP_192,90,3.5,20,2903.79,0.0,1056.89,827000000.0,775871338.4862815,792636694.5276775,0.001014057844856591,1.0658983764156955,1.0658983764156955,1.1424355562653417,3.2725743378833294
DP_193,90,4.0,0,3531.6,0.0,0.0,827000000.0,1095234379.6088774,1205914908.3104951,0.0015806609081451303,0.7550895181863562,0.755089518186356,0.8082005662865452,1.5865751617361468
DP_194,90,4.0,10,3477.95,0.0,613.26,827000000.0,1006258655.1358776,1072181405.6674489,0.0013908463897304743,0.8218562849412988,0.8218562849412989,0.8802021509972762,2.0114256348744632
DP_195,90,4.0,20,3318.62,0.0,1207.88,827000000.0,886710298.8033969,905870419.5026517,0.001158923035429149,0.93266087144361,0.9326608714436098,0.9996308502550004,2.863507796288251
DP_196,90,3.0,0,2648.7,0.0,0.0,827000000.0,821425774.8676345,904436168.1479392,0.001185495682535051,1.0067860363077403,1.00678603630774,1.0776007928017015,2.1154336002222007
DP_197,90,3.0,10,2608.46,0.0,459.94,827000000.0,754693796.8385373,804136138.3768269,0.0010431350118316246,1.0958086623533387,1.0958086623533383,1.1736031446750868,2.6818968185129286
DP_198,90,3.0,20,2488.96,0.0,905.91,827000000.0,665031184.2495522,679401094.8292739,0.0008691899974691681,1.2435507079765287,1.243550707976529,1.3328442686579849,3.818023346917152
DP_199,90,3.5,0,3090.15,0.0,0.0,827000000.0,958330061.8564856,1055175545.1878121,0.0013830782962908927,0.862959467636785,0.8629594676367854,0.9236577918987724,1.813228797149111
DP_200,90,3.5,10,3043.2,0.0,536.6,827000000.0,880474672.8848823,938157064.7063997,0.001216988479719195,0.939266086201353,0.939266086201353,1.0059472020399878,2.298775405666013
DP_201,90,3.5,20,2903.79,0.0,1056.89,827000000.0,775871338.4862865,792636694.5276775,0.001014057844856591,1.0658983764156886,1.0658983764156884,1.14243555626674,3.2725743378833294
DP_202,90,4.0,0,3531.6,0.0,0.0,827000000.0,1095234368.4666543,1205914905.782028,0.0015806609081458983,0.7550895258681604,0.7550895258681605,0.8082005778701504,1.586575234527852
DP_203,90,4.0,10,3477.95,0.0,613.26,827000000.0,1006258654.9616256,1072181405.6719948,0.0013908463897304743,0.8218562850836183,0.8218562850836181,0.8802021414307277,2.0114256349702955
DP_204,90,4.0,20,3318.62,0.0,1207.88,827000000.0,886710315.3048713,905870414.2938412,0.001158923035429149,0.9326608540870064,0.9326608540870064,0.9996308592008128,2.86350779381657
DP_205,90,4.5,0,3973.05,0.0,0.0,827000000.0,1232138656.6144822,1356654287.7968643,0.00177824352190174,0.6711906939697259,0.6711906939697257,0.7184005067518242,1.4102890797684668
DP_206,90,4.5,10,3912.69,0.0,689.91,827000000.0,1132040701.7354472,1206204220.2338986,0.0015647025173410511,0.730539104055347,0.730539104055347,0.7824020990924104,1.7879312177955673
DP_207,90,4.5,20,3733.45,0.0,1358.86,827000000.0,997550468.2883596,1019105998.4659815,0.0013037908842912771,0.829030737080403,0.829030737080403,0.8885595663227241,2.5453308639813392
DP_208,90,5.0,0,4414.5,0.0,0.0,827000000.0,1369042958.910376,1507393647.5608447,0.0019758261375585145,0.6040716214326911,0.6040716214326911,0.6465604659923002,1.2692601726699522
DP_209,90,5.0,10,4347.43,0.0,766.57,827000000.0,1257821604.1619081,1340225142.2637353,0.001738555986040945,0.6574859242865634,0.6574859242865632,0.7041626903354524,1.6091413557022116
DP_210,90,5.0,20,4148.27,0.0,1509.85,827000000.0,1108386332.8002002,1132336301.717641,0.0014486515148144689,0.746129734305445,0.7461297343054448,0.7997058119577021,2.290810853583895
DP_211,90,4.0,0,3531.6,0.0,0.0,827000000.0,1095234368.4666543,1205914905.782028,0.0015806609081458983,0.7550895258681604,0.7550895258681605,0.8082005778701504,1.586575234527852
DP_212,90,4.0,10,3477.95,0.0,613.26,827000000.0,1006258655.1358776,1072181405.6674489,0.0013908463897304743,0.8218562849412988,0.8218562849412989,0.8802021509972762,2.0114256348744632
DP_213,90,4.0,20,3318.62,0.0,1207.88,827000000.0,886710314.6306012,905870414.2462845,0.001158923035429149,0.9326608547962181,0.932660854796218,0.9996308626291934,2.8635077924409855
DP_214,90,4.5,0,3973.05,0.0,0.0,827000000.0,1232138657.0387414,1356654287.7907774,0.00177824352190174,0.6711906937386164,0.6711906937386164,0.7184005067345071,1.4102890797684668
DP_215,90,4.5,10,3912.69,0.0,689.91,827000000.0,1132040701.7998908,1206204220.2166638,0.0015647025173410511,0.7305391040137598,0.7305391040137601,0.78240209902162,1.7879312173550848
DP_216,90,4.5,20,3733.45,0.0,1358.86,827000000.0,997550468.288363,1019105998.4659815,0.0013037908842912771,0.8290307370804002,0.8290307370804002,0.8885595663227241,2.5453308639813392
DP_217,90,5.0,0,4414.5,0.0,0.0,827000000.0,1369042958.9107118,1507393647.5608447,0.0019758261375585145,0.604071621432543,0.6040716214325428,0.6465604659923002,1.269260173178788
DP_218,90,5.0,10,4347.43,0.0,766.57,827000000.0,1257821604.162318,1340225142.2616997,0.001738555986040945,0.6574859242863491,0.6574859242863491,0.704162690158525,1.609141355345419
DP_219,90,5.0,20,4148.27,0.0,1509.85,827000000.0,1108386353.2970247,1132336299.7826464,0.0014486515148160646,0.7461297205076478,0.7461297205076478,0.7997058179046103,2.290810851395149
DP_220,90,5.5,0,4855.95,0.0,0.0,827000000.0,1505947243.677852,1658133004.1636028,0.0021734087494134236,0.5491560235405627,0.5491560235405628,0.5877822430282825,1.1538728925894803
DP_221,90,5.5,10,4782.18,0.0,843.23,827000000.0,1383605553.3223014,1474249489.5343957,0.00191241389605267,0.5977137038906898,0.5977137038906896,0.640147059924774,1.4628544047723568
DP_222,90,5.5,20,4563.1,0.0,1660.83,827000000.0,1219226501.3057172,1245571901.2645428,0.00159351936293964,0.6782989043580774,0.6782989043580773,0.727004373589977,2.0825487090862076
DP_223,90,6.0,0,5297.4,0.0,0.0,827000000.0,1642851549.735269,1808872336.2958784,0.002370991365070102,0.5033930181538702,0.50339301815387,0.5388003964008506,1.0577168001111004
DP_224,90,6.0,10,5216.92,0.0,919.88,827000000.0,1509387594.0298293,1608272276.7418354,0.0020862700236623554,0.5479043310486202,0.5479043310486202,0.586801572424722,1.3409484092990562
DP_225,90,6.0,20,4977.93,0.0,1811.82,827000000.0,1330065439.4492168,1358805612.8894265,0.00173838455277445,0.6217739183889047,0.6217739183889047,0.6664205873306003,1.9090051851241985
DP_226,100,2.0,0,1962.0,0.0,0.0,827000000.0,608463546.1574086,669952736.7149054,0.0008781449362546888,1.3591611284237173,1.3591611284237173,1.454761042384933,2.855835395449525
DP_227,100,2.0,10,1932.19,0.0,340.7,827000000.0,559031215.1467636,595654822.3508253,0.0007726904386703429,1.4793449410206656,1.4793449410206654,1.5843677681657853,3.6205765730847994
DP_228,100,2.0,20,1843.68,0.0,671.04,827000000.0,492618044.5336496,503262929.2021169,0.000643848292402485,1.6787854386919632,1.678785438691963,1.7993311002339347,5.154279759070985
DP_229,100,2.5,0,2452.5,0.0,0.0,827000000.0,760579426.8069261,837440915.8890289,0.0010976811994019813,1.0873289111591167,1.087328911159117,1.163808795530668,2.284668328683307
DP_230,100,2.5,10,2415.24,0.0,425.87,827000000.0,698790390.1152184,744570328.9512414,0.0009658655473701579,1.1834736305741727,1.1834736305741729,1.267491740126038,2.896449090503408
DP_231,100,2.5,20,2304.6,0.0,838.8,827000000.0,615772564.3978041,629078663.8703759,0.00080481037996263,1.3430283319114193,1.34302833191142,1.439464874994748,4.1234238691767535
DP_232,100,3.0,0,2943.0,0.0,0.0,827000000.0,912695303.2315098,1004929085.2621645,0.001317217464450734,0.9061074348382258,0.9061074348382256,0.9698407063010572,1.9038902415180765
DP_233,100,3.0,10,2898.29,0.0,511.05,827000000.0,838548370.857396,893483954.0368526,0.0011590378786615401,0.9862281398918132,0.9862281398918132,1.05624324336954,2.4137125752088595
DP_234,100,3.0,20,2765.52,0.0,1006.57,827000000.0,738925882.7192806,754892522.2276444,0.0009657697513959019,1.1191920858917577,1.119192085891758,1.199556015475417,3.4362101584468028
DP_235,100,3.5,0,3433.5,0.0,0.0,827000000.0,1064811206.51111,1172417272.8189368,0.0015367537275981702,0.7766635014198372,0.776663501419837,0.8312920202666473,1.6319059605857638
DP_236,100,3.5,10,3381.34,0.0,596.22,827000000.0,978307556.109729,1042399443.0626526,0.0013522129873613548,0.8453374348743575,0.8453374348743574,0.9053503068748456,2.0688908739582805
DP_237,100,3.5,20,3226.43,0.0,1174.33,827000000.0,862077326.2827349,880704824.1251024,0.0011267273389580317,0.9593106961367517,0.9593106961367516,1.028194338236524,2.945335591240162
DP_238,100,4.0,0,3924.0,0.0,0.0,827000000.0,1216927092.3164937,1339905473.4277823,0.0017562898725093775,0.6795805642109224,0.6795805642109223,0.7273805211930253,1.4279176977247623
DP_239,100,4.0,10,3864.39,0.0,681.4,827000000.0,1118065539.800853,1191313043.1610684,0.001545385318652514,0.7396704133706715,0.7396704133706715,0.7921816880636214,1.8102824525542691
DP_240,100,4.0,20,3687.35,0.0,1342.09,827000000.0,985231837.2567159,1006520559.433314,0.001287689485830176,0.8393963417815472,0.8393963417815471,0.8996694906238202,2.577165010556564
DP_241,100,3.0,0,2943.0,0.0,0.0,827000000.0,912695303.2315098,1004929085.2621645,0.001317217464450734,0.9061074348382258,0.9061074348382256,0.969840706301554,1.9038902415180765
DP_242,100,3.0,10,2898.29,0.0,511.05,827000000.0,838548365.1708213,893483954.1606628,0.0011590378786615401,0.986228146579871,0.9862281465798708,1.0562432433732163,2.4137125752778603
DP_243,100,3.0,20,2765.52,0.0,1006.57,827000000.0,738925882.5093157,754892522.2276444,0.0009657697513959019,1.1191920862097748,1.1191920862097748,1.199556015475417,3.4362101584468028
DP_244,100,3.5,0,3433.5,0.0,0.0,827000000.0,1064811194.7504135,1172417272.8071723,0.0015367537275981702,0.7766635099979811,0.776663509997981,0.8312920158456649,1.6319059605236244
DP_245,100,3.5,10,3381.34,0.0,596.22,827000000.0,978307556.315993,1042399443.0667244,0.0013522129873613548,0.8453374346961288,0.8453374346961287,0.9053503068774592,2.0688908738568945
DP_246,100,3.5,20,3226.43,0.0,1174.33,827000000.0,862077300.3188307,880704824.0952824,0.0011267273389572341,0.9593107250291154,0.9593107250291156,1.0281943265844364,2.945335501377307
DP_247,100,4.0,0,3924.0,0.0,0.0,827000000.0,1216927078.8211107,1339905462.5846837,0.0017562898725102414,0.6795805717472819,0.679580571747282,0.7273805275796944,1.4279176974834238
DP_248,100,4.0,10,3864.39,0.0,681.4,827000000.0,1118065539.0221899,1191313043.1590323,0.001545385318652514,0.739670413885806,0.7396704138858061,0.7921816880636214,1.8102824525542691
DP_249,100,4.0,20,3687.35,0.0,1342.09,827000000.0,985231838.0358219,1006520559.433314,0.001287689485830176,0.8393963411177656,0.8393963411177656,0.8996694906255541,2.577165010556564
DP_250,100,4.5,0,4414.5,0.0,0.0,827000000.0,1369042958.9107118,1507393647.5608447,0.001975826137558418,0.604071621432543,0.6040716214325428,0.6465604659923002,1.269260173178788
DP_251,100,4.5,10,4347.43,0.0,766.57,827000000.0,1257821584.2523437,1340225154.1842828,0.001738555986040499,0.6574859346936501,0.6574859346936502,0.7041626781725833,1.6091413572019178
DP_252,100,4.5,20,4148.27,0.0,1509.85,827000000.0,1108386353.08707,1132336299.7826464,0.0014486515148160646,0.7461297206489825,0.7461297206489825,0.7997058179052954,2.290810851395149
DP_253,100,5.0,0,4905.0,0.0,0.0,827000000.0,1521158839.5166712,1674881828.1832554,0.0021953623988050187,0.543664460617912,0.543664460617912,0.5819044043255983,1.142334172255524
DP_254,100,5.0,10,4830.48,0.0,851.74,827000000.0,1397580794.0146852,1489140655.712643,0.001931731094740762,0.5917368094508246,0.591736809450825,0.6337458673448016,1.4482245436982673
DP_255,100,5.0,20,4609.19,0.0,1677.61,827000000.0,1231540845.3340209,1258152017.514886,0.0016096135438019542,0.6715165015705992,0.671516501570599,0.7197349495611262,2.0617280185144127
DP_256,100,4.0,0,3924.0,0.0,0.0,827000000.0,1216927092.3164937,1339905473.4277823,0.0017562898725093775,0.6795805642109224,0.6795805642109223,0.7273805211930253,1.4279176977247623
DP_257,100,4.0,10,3864.39,0.0,681.4,827000000.0,1118065539.8008235,1191313043.1610684,0.001545385318652514,0.7396704133706912,0.7396704133706912,0.7921816880629545,1.8102824525542691
DP_258,100,4.0,20,3687.35,0.0,1342.09,827000000.0,985231807.7662556,1006520568.7563506,0.0012876894858285803,0.8393963669067861,0.8393963669067862,0.899669481171176,2.5771650391106573
DP_259,100,4.5,0,4414.5,0.0,0.0,827000000.0,1369042958.910376,1507393647.5608447,0.0019758261375585145,0.6040716214326911,0.6040716214326911,0.646560465992742,1.2692601726699522
DP_260,100,4.5,10,4347.43,0.0,766.57,827000000.0,1257821604.1628153,1340225142.2637353,0.001738555986040945,0.6574859242860891,0.6574859242860891,0.7041626903343986,1.6091413552840863
DP_261,100,4.5,20,4148.27,0.0,1509.85,827000000.0,1108386333.0101683,1132336301.717641,0.0014486515148144689,0.7461297341641013,0.7461297341641013,0.7997058119583875,2.290810853583895
DP_262,100,5.0,0,4905.0,0.0,0.0,827000000.0,1521158839.5166712,1674881828.1832554,0.0021953623988050187,0.543664460617912,0.543664460617912,0.5819044043255983,1.142334172255524
DP_263,100,5.0,10,4830.48,0.0,851.74,827000000.0,1397580794.3621137,1489140655.708571,0.001931731094740762,0.5917368093037232,0.5917368093037233,0.6337458676198465,1.4482245437479462
DP_264,100,5.0,20,4609.19,0.0,1677.61,827000000.0,1231540845.3341131,1258152017.5107956,0.0016096135438019542,0.6715165015705489,0.6715165015705488,0.7197349495600166,2.0617280185144127
DP_265,100,5.5,0,5395.5,0.0,0.0,827000000.0,1673274742.3413217,1842370001.3854904,0.002414898663853291,0.4942404131689839,0.4942404131689839,0.5290040084825408,1.0384855937917945
DP_266,100,5.5,10,5313.53,0.0,936.92,827000000.0,1537338751.7032545,1638054278.5028853,0.0021249034260310265,0.5379425966357427,0.5379425966357427,0.5761326365098893,1.3165692436900265
DP_267,100,5.5,20,5070.11,0.0,1845.37,827000000.0,1354695369.5501091,1383967766.3868194,0.0017705756914102547,0.6104693487471243,0.6104693487471244,0.6543042953778011,1.8742968600932723
DP_268,100,6.0,0,5886.0,0.0,0.0,827000000.0,1825390606.4643617,2009858170.524329,0.002634434928901468,0.4530537174187798,0.4530537174187797,0.4849203531505286,0.9519451207590383
DP_269,100,6.0,10,5796.58,0.0,1022.09,827000000.0,1677097894.900401,1786969757.9073756,0.002318078416233315,0.49311373087682137,0.4931137308768212,0.5281212395123106,1.2068533534328536
DP_270,100,6.0,20,5531.03,0.0,2013.13,827000000.0,1477849885.5739765,1509783504.8482065,0.001931537718922241,0.5595967547670139,0.559596754767014,0.5997787879217128,1.718104465433676
